ASN/DN #,Country,Vendor,Shipment Mode,Fulfill Via,Managed By,Product Group,Vendor INCO Term,Manufacturing Site,S1_quote_to_po,S2_po_to_plan,S3_plan_to_actual,S4_actual_to_recorded,E2E_quote_to_recorded,PQ First Sent to Client Date_dt,PO Sent to Vendor Date_dt,Scheduled Delivery Date_dt,Delivered to Client Date_dt,Delivery Recorded Date_dt,po_absent_structural,pq_pre_process,Line Item Value,Line Item Quantity,freight_usd,weight_kg,n_lines,freight_stated,weight_stated,year,late,early_over_14,abs_dev,channel
ASN-30093,Haiti,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,"Hetero, Jadcherla, unit 5, IN",51.0,90.0,0.0,1.0,142.0,2014-09-24,2014-11-14,2015-02-12,2015-02-12,2015-02-13,False,False,334095.84,50544,34778.32,4669.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30164,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,6.0,140.0,0.0,0.0,146.0,2014-10-24,2014-10-30,2015-03-19,2015-03-19,2015-03-19,False,False,72900.0,9000,,,1,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30166,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,6.0,144.0,0.0,0.0,150.0,2014-10-24,2014-10-30,2015-03-23,2015-03-23,2015-03-23,False,False,24300.0,3000,1332.29,422.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30174,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,Mylan (formerly Matrix) Nashik,49.0,23.0,0.0,0.0,72.0,2014-10-29,2014-12-17,2015-01-09,2015-01-09,2015-01-09,False,False,185776.9,5000,,,1,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30183,Haiti,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,EXW,"Aurobindo Unit VII, IN",63.0,79.0,0.0,5.0,147.0,2014-10-22,2014-12-24,2015-03-13,2015-03-13,2015-03-18,False,False,132577.2,39854,,,2,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30184,Haiti,Aurobindo Pharma Limited,Ocean,Direct Drop,PMO - US,ARV,EXW,"Aurobindo Unit VII, IN",63.0,79.0,0.0,5.0,147.0,2014-10-22,2014-12-24,2015-03-13,2015-03-13,2015-03-18,False,False,176784.3,53571,11109.18,4974.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30187,Haiti,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,Direct Drop,PMO - US,HRDT,EXW,"KHB Test Kit Facility, Shanghai China",29.0,366.0,0.0,3.0,398.0,2014-01-21,2014-02-19,2015-02-20,2015-02-20,2015-02-23,False,False,9800.0,400,3087.68,253.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30196,Haiti,HETERO LABS LIMITED,Ocean,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,51.0,146.0,0.0,4.0,201.0,2014-09-24,2014-11-14,2015-04-09,2015-04-09,2015-04-13,False,False,579125.0,56500,10500.29,7324.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30197,Mozambique,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Air,Direct Drop,PMO - US,ARV,CIP,"MSD, Haarlem, NL",65.0,179.0,0.0,0.0,244.0,2014-05-21,2014-07-25,2015-01-20,2015-01-20,2015-01-20,False,False,2220.0,40,,,1,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-302,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,CIP,ABBVIE (Abbott) Logis. UK,,138.0,0.0,0.0,,,2006-11-29,2007-04-16,2007-04-16,2007-04-16,False,True,238682.4,1320,13453.12,304.0,1,True,True,2007,0,0,0.0,Direct Drop (order-driven)
ASN-30228,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,ABBVIE (Abbott) Logis. UK,125.0,0.0,0.0,0.0,125.0,2014-09-11,2015-01-14,2015-01-14,2015-01-14,2015-01-14,False,False,63.78,4,,,1,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30231,Haiti,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,51.0,84.0,0.0,0.0,135.0,2014-09-24,2014-11-14,2015-02-06,2015-02-06,2015-02-06,False,False,2592.0,1440,1497.53,99.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-3024,Côte d'Ivoire,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,Direct Drop,PMO - US,HRDT,EXW,Chembio Diagnostics Sys. Inc.,,357.0,0.0,0.0,,,2008-02-27,2009-02-18,2009-02-18,2009-02-18,False,True,7803.0,289,1550.95,84.0,1,True,True,2009,0,0,0.0,Direct Drop (order-driven)
ASN-30241,Mali,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",43.0,91.0,0.0,7.0,141.0,2014-10-07,2014-11-19,2015-02-18,2015-02-18,2015-02-25,False,False,12000.0,150,2572.91,66.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30242,Zambia,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",27.0,351.0,0.0,9.0,387.0,2014-04-22,2014-05-19,2015-05-05,2015-05-05,2015-05-14,False,False,490960.0,6137,32728.96,2492.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30243,Tanzania,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",33.0,364.0,0.0,0.0,397.0,2014-03-27,2014-04-29,2015-04-28,2015-04-28,2015-04-28,False,False,26880.0,336,2234.96,139.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30244,Zambia,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",27.0,351.0,7.0,2.0,387.0,2014-04-22,2014-05-19,2015-05-05,2015-05-12,2015-05-14,False,False,229040.0,2863,15174.53,1159.0,1,True,True,2015,1,0,7.0,Direct Drop (order-driven)
ASN-30261,Mozambique,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",7.0,83.0,0.0,8.0,98.0,2014-11-12,2014-11-19,2015-02-10,2015-02-10,2015-02-18,False,False,1598.7,78,,,2,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30276,Rwanda,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",62.0,64.0,0.0,0.0,126.0,2014-10-15,2014-12-16,2015-02-18,2015-02-18,2015-02-18,False,False,11808.0,369,1729.95,115.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30320,Vietnam,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,6.0,131.0,0.0,0.0,137.0,2014-10-24,2014-10-30,2015-03-10,2015-03-10,2015-03-10,False,False,19368.0,9900,,,2,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30327,Haiti,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,51.0,102.0,0.0,0.0,153.0,2014-09-24,2014-11-14,2015-02-24,2015-02-24,2015-02-24,False,False,1363.2,384,2391.08,42.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30328,Haiti,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",29.0,372.0,0.0,1.0,402.0,2014-01-21,2014-02-19,2015-02-26,2015-02-26,2015-02-27,False,False,450000.0,4500,15408.29,1825.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30364,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ocean,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,51.0,137.0,0.0,1.0,189.0,2014-09-24,2014-11-14,2015-03-31,2015-03-31,2015-04-01,False,False,492045.84,75816,10477.63,6452.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30367,Haiti,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,"Hetero, Jadcherla, unit 5, IN",51.0,104.0,0.0,1.0,156.0,2014-09-24,2014-11-14,2015-02-26,2015-02-26,2015-02-27,False,False,197232.0,56352,30046.84,4792.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30376,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,Roche Madrid,137.0,0.0,0.0,0.0,137.0,2014-09-11,2015-01-26,2015-01-26,2015-01-26,2015-01-26,False,False,1961.21,39,,,3,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30377,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,Mylan (formerly Matrix) Nashik,137.0,0.0,0.0,0.0,137.0,2014-09-11,2015-01-26,2015-01-26,2015-01-26,2015-01-26,False,False,9696.98,674,,,14,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30382,Côte d'Ivoire,"Standard Diagnostics, Inc.",Air,Direct Drop,PMO - US,HRDT,EXW,"Standard Diagnostics, Korea",56.0,226.0,0.0,3.0,285.0,2014-05-14,2014-07-09,2015-02-20,2015-02-20,2015-02-23,False,False,28700.0,1400,5408.93,437.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30383,Rwanda,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",62.0,71.0,0.0,0.0,133.0,2014-10-15,2014-12-16,2015-02-25,2015-02-25,2015-02-25,False,False,91520.0,1144,8806.76,468.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30384,Burundi,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,Direct Drop,PMO - US,HRDT,EXW,Chembio Diagnostics Sys. Inc.,26.0,98.0,0.0,0.0,124.0,2014-10-17,2014-11-12,2015-02-18,2015-02-18,2015-02-18,False,False,16422.0,595,865.67,63.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30399,Rwanda,EMCURE PHARMACEUTICALS LTD,Air,Direct Drop,PMO - US,ARV,EXW,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",27.0,29.0,0.0,0.0,56.0,2014-12-23,2015-01-19,2015-02-17,2015-02-17,2015-02-17,False,False,18240.0,912,1600.98,102.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30448,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,ABBVIE (Abbott) Logis. UK,140.0,0.0,0.0,0.0,140.0,2014-09-11,2015-01-29,2015-01-29,2015-01-29,2015-01-29,False,False,31.89,2,,,1,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30463,Haiti,HETERO LABS LIMITED,Ocean,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,77.0,92.0,0.0,4.0,173.0,2014-10-22,2015-01-07,2015-04-09,2015-04-09,2015-04-13,False,False,1107149.43,156588,,,6,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-3047,Mozambique,Abbott GmbH & Co. KG,Air,Direct Drop,PMO - US,HRDT,FCA,ABBVIE GmbH & Co.KG Wiesbaden,,172.0,0.0,0.0,,,2008-08-29,2009-02-17,2009-02-17,2009-02-17,False,True,80000.0,1000,3499.18,337.0,1,True,True,2009,0,0,0.0,Direct Drop (order-driven)
ASN-30481,Rwanda,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,Direct Drop,PMO - US,HRDT,EXW,"KHB Test Kit Facility, Shanghai China",64.0,62.0,0.0,1.0,127.0,2014-10-15,2014-12-18,2015-02-18,2015-02-18,2015-02-19,False,False,98343.0,4014,35281.73,2676.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30485,Rwanda,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,Direct Drop,PMO - US,HRDT,EXW,"KHB Test Kit Facility, Shanghai China",64.0,62.0,0.0,1.0,127.0,2014-10-15,2014-12-18,2015-02-18,2015-02-18,2015-02-19,False,False,98784.0,4032,35437.38,2688.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30487,Rwanda,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,Direct Drop,PMO - US,HRDT,EXW,"KHB Test Kit Facility, Shanghai China",64.0,62.0,0.0,1.0,127.0,2014-10-15,2014-12-18,2015-02-18,2015-02-18,2015-02-19,False,False,99225.0,4050,35593.04,2700.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30488,Rwanda,"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Air,Direct Drop,PMO - US,HRDT,EXW,"KHB Test Kit Facility, Shanghai China",64.0,62.0,0.0,1.0,127.0,2014-10-15,2014-12-18,2015-02-18,2015-02-18,2015-02-19,False,False,100425.5,4099,36060.0,2733.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30492,Uganda,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",23.0,85.0,0.0,2.0,110.0,2014-11-11,2014-12-04,2015-02-27,2015-02-27,2015-03-01,False,False,389760.0,4872,16876.25,1978.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30498,Ghana,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,45.0,197.0,0.0,3.0,245.0,2014-08-11,2014-09-25,2015-04-10,2015-04-10,2015-04-13,False,False,35838.35,9073,4659.75,437.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30499,Ghana,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,"Mylan,  H-12 & H-13, India",45.0,197.0,0.0,3.0,245.0,2014-08-11,2014-09-25,2015-04-10,2015-04-10,2015-04-13,False,False,44894.399999999994,22560,,,2,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30553,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,39.0,105.0,0.0,0.0,144.0,2014-10-30,2014-12-08,2015-03-23,2015-03-23,2015-03-23,False,False,217047.6,21384,4219.32,2406.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30554,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,39.0,105.0,0.0,0.0,144.0,2014-10-30,2014-12-08,2015-03-23,2015-03-23,2015-03-23,False,False,217047.6,21384,4219.32,2406.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30555,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,39.0,105.0,3.0,0.0,147.0,2014-10-30,2014-12-08,2015-03-23,2015-03-26,2015-03-26,False,False,225654.8,22232,4363.06,2510.0,1,True,True,2015,1,0,3.0,Direct Drop (order-driven)
ASN-30556,Vietnam,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,39.0,108.0,0.0,0.0,147.0,2014-10-30,2014-12-08,2015-03-26,2015-03-26,2015-03-26,False,False,36993.0,5700,1477.34,498.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30566,Haiti,HETERO LABS LIMITED,Ocean,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,63.0,117.0,0.0,8.0,188.0,2014-10-22,2014-12-24,2015-04-20,2015-04-20,2015-04-28,False,False,84421.26,18273,7842.4,2001.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30567,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,63.0,79.0,0.0,0.0,142.0,2014-10-22,2014-12-24,2015-03-13,2015-03-13,2015-03-13,False,False,51433.2,4680,3463.53,487.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30569,Mozambique,JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),Air,Direct Drop,PMO - US,ARV,CIP,"Janssen-Cilag, Latina, IT",64.0,109.0,0.0,24.0,197.0,2014-08-27,2014-10-30,2015-02-16,2015-02-16,2015-03-12,False,False,14904.0,276,,,1,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30570,Côte d'Ivoire,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,Direct Drop,PMO - US,HRDT,EXW,Chembio Diagnostics Sys. Inc.,56.0,226.0,0.0,0.0,282.0,2014-05-14,2014-07-09,2015-02-20,2015-02-20,2015-02-20,False,False,65720.0,2120,8231.14,610.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30623,Burundi,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",26.0,160.0,0.0,0.0,186.0,2014-10-17,2014-11-12,2015-04-21,2015-04-21,2015-04-21,False,False,126880.0,1586,14419.91,972.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30652,Haiti,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,FCA,ABBVIE Ludwigshafen Germany,51.0,117.0,0.0,5.0,173.0,2014-09-24,2014-11-14,2015-03-11,2015-03-11,2015-03-16,False,False,287393.2,15560,16386.12,3834.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30671,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",154.0,0.0,0.0,0.0,154.0,2014-09-11,2015-02-12,2015-02-12,2015-02-12,2015-02-12,False,False,9416.71,661,,,14,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30672,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,FCA,ABBVIE Ludwigshafen Germany,13.0,91.0,0.0,0.0,104.0,2014-12-05,2014-12-18,2015-03-19,2015-03-19,2015-03-19,False,False,306977.28,5128,,,2,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30673,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,"Janssen-Cilag, Latina, IT",154.0,0.0,0.0,0.0,154.0,2014-09-11,2015-02-12,2015-02-12,2015-02-12,2015-02-12,False,False,51.19,2,,,1,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30674,Vietnam,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,FCA,ABBVIE Ludwigshafen Germany,13.0,103.0,0.0,0.0,116.0,2014-12-05,2014-12-18,2015-03-31,2015-03-31,2015-03-31,False,False,560504.72,9572,,,2,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30715,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,ABBVIE (Abbott) Logis. UK,8.0,284.0,0.0,0.0,292.0,2014-04-30,2014-05-08,2015-02-16,2015-02-16,2015-02-16,False,False,66.2,3,,,1,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30737,Côte d'Ivoire,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,FCA,ABBVIE (Abbott) Logis. UK,31.0,372.0,0.0,0.0,403.0,2014-01-31,2014-03-03,2015-03-10,2015-03-10,2015-03-10,False,False,15410.0,500,7514.75,632.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30748,"Congo, DRC",AMSTELFARMA B.V.,Air,Direct Drop,PMO - US,ANTM,EXW,"Micro Labs, Hosur, India",14.0,53.0,0.0,12.0,79.0,2015-01-26,2015-02-09,2015-04-03,2015-04-03,2015-04-15,False,False,19198.0,580,3958.28,500.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-3079,Namibia,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",,82.0,0.0,0.0,,,2008-10-24,2009-01-14,2009-01-14,2009-01-14,False,True,1120.0,35,585.12,12.0,1,True,True,2009,0,0,0.0,Direct Drop (order-driven)
ASN-30792,South Africa,PHARMACY DIRECT,Truck,Direct Drop,PMO - US,ARV,DDP,"Aurobindo Unit III, India",8.0,287.0,0.0,0.0,295.0,2014-04-30,2014-05-08,2015-02-19,2015-02-19,2015-02-19,False,False,1530.39,51,,,17,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-3080,Tanzania,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",,66.0,0.0,0.0,,,2008-11-14,2009-01-19,2009-01-19,2009-01-19,False,True,26848.0,839,3261.37,284.0,1,True,True,2009,0,0,0.0,Direct Drop (order-driven)
ASN-30803,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,120.0,21.0,0.0,1.0,142.0,2014-10-22,2015-02-19,2015-03-12,2015-03-12,2015-03-13,False,False,39000.0,2000,3029.18,280.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30806,Mali,"Orgenics, Ltd",Air,Direct Drop,PMO - US,HRDT,EXW,"Alere Medical Co., Ltd.",43.0,136.0,0.0,37.0,216.0,2014-10-07,2014-11-19,2015-04-04,2015-04-04,2015-05-11,False,False,34720.0,434,4498.98,169.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30809,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,51.0,133.0,0.0,3.0,187.0,2014-09-24,2014-11-14,2015-03-27,2015-03-27,2015-03-30,False,False,202435.2,24992,19839.26,3458.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30810,Haiti,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Air,Direct Drop,PMO - US,ARV,EXW,Mylan (formerly Matrix) Nashik,51.0,133.0,-1.0,4.0,187.0,2014-09-24,2014-11-14,2015-03-27,2015-03-26,2015-03-30,False,False,215524.8,26608,21146.04,3699.0,1,True,True,2015,0,0,1.0,Direct Drop (order-driven)
ASN-30811,Haiti,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,51.0,132.0,0.0,4.0,187.0,2014-09-24,2014-11-14,2015-03-26,2015-03-26,2015-03-30,False,False,5445.0,990,694.54,69.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30812,Haiti,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,63.0,92.0,0.0,4.0,159.0,2014-10-22,2014-12-24,2015-03-26,2015-03-26,2015-03-30,False,False,6480.0,3600,2612.79,216.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30813,Haiti,Aurobindo Pharma Limited,Air,Direct Drop,PMO - US,ARV,EXW,"Aurobindo Unit III, India",63.0,96.0,0.0,1.0,160.0,2014-10-22,2014-12-24,2015-03-30,2015-03-30,2015-03-31,False,False,540.0,120,820.56,9.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30816,Zimbabwe,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Air,Direct Drop,PMO - US,ARV,FCA,ABBVIE (Abbott) Logis. UK,15.0,121.0,0.0,0.0,136.0,2014-10-15,2014-10-30,2015-02-28,2015-02-28,2015-02-28,False,False,165256.84,5362,44952.61,5060.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30861,Afghanistan,IMRES B.V.,Air,Direct Drop,PMO - US,ANTM,EXW,"Gland Pharma, Hyderabad, IN",20.0,153.0,0.0,1.0,174.0,2015-01-20,2015-02-09,2015-07-12,2015-07-12,2015-07-13,False,False,3681.35,89,,,2,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-3087,Haiti,Orasure Technologies Inc.,Air,Direct Drop,PMO - US,HRDT,CIP,"Pacific Biotech, Thailand",,236.0,0.0,0.0,,,2008-05-23,2009-01-14,2009-01-14,2009-01-14,False,True,9800.0,28,,,1,False,False,2009,0,0,0.0,Direct Drop (order-driven)
ASN-30880,Côte d'Ivoire,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,Direct Drop,PMO - US,HRDT,EXW,Chembio Diagnostics Sys. Inc.,65.0,48.0,0.0,1.0,114.0,2014-12-17,2015-02-20,2015-04-09,2015-04-09,2015-04-10,False,False,74400.0,2400,9253.44,678.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30881,Zambia,"Trinity Biotech, Plc",Air,Direct Drop,PMO - US,HRDT,EXW,"Trinity Biotech, Plc",7.0,219.0,0.0,4.0,230.0,2014-10-15,2014-10-22,2015-05-29,2015-05-29,2015-06-02,False,False,256000.0,8000,14581.51,2328.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30907,Côte d'Ivoire,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Air,Direct Drop,PMO - US,HRDT,EXW,Chembio Diagnostics Sys. Inc.,49.0,120.0,0.0,1.0,170.0,2014-10-22,2014-12-10,2015-04-09,2015-04-09,2015-04-10,False,False,38130.0,1230,5640.23,357.0,1,True,True,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30940,Vietnam,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,6.0,152.0,0.0,0.0,158.0,2014-10-24,2014-10-30,2015-03-31,2015-03-31,2015-03-31,False,False,33552.0,17100,,,2,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30941,Vietnam,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,39.0,113.0,0.0,1.0,153.0,2014-10-30,2014-12-08,2015-03-31,2015-03-31,2015-04-01,False,False,47160.0,11600,,,3,False,False,2015,0,0,0.0,Direct Drop (order-driven)
ASN-30942,Vietnam,HETERO LABS LIMITED,Air,Direct Drop,PMO - US,ARV,EXW,Hetero Unit III Hyderabad IN,39.0,127.0,0.0,0.0,166.0,2014-10-30,2014-12-08,2015-04-14,2015-04-14,2015-04-14,False,False,113680.0,28100,,,3,False,False,2015,0,0,0.0,Direct Drop (order-driven)
